Cell_Identity(CI),Downlink_Traffic,LAC,Duration,RAT,Uplink_Traffic,Latency,Throughput,Offloading_Decision
1231,1420,42272,0,1,824,5.313785,422.2978536,Edge Cloud
1231,112,42272,0,1,216,0,1099823,Mobile Device
1231,828,42272,0,1,6673,0,1099823,Mobile Device
452,1802,20835,62,2,502,67.44936,34.15896014,Edge Cloud
17227,0,42264,4,1,176,4,44,Mobile Device
1231,112,42272,0,1,216,0,1099823,Mobile Device
35643,0,42268,3,1,80,3,26.66666667,Mobile Device
452,1804,20835,46,2,566,51.028457,46.44467302,Edge Cloud
17227,25492,42264,5,1,8053,10.399936,3225.500618,Edge Cloud
18189,766,42259,70,1,744,75.711065,19.94424461,Edge Cloud
452,539,20835,0,2,462,5.867195,170.6096354,Edge Cloud
17227,17459,42264,4,1,4369,9.88014,2209.280435,Edge Cloud
452,538,20835,0,2,514,5.946694,176.9050165,Edge Cloud
18189,0,42259,14,1,300,14,21.42857143,Mobile Device
37201,388,42245,60,1,746,60,18.9,Mobile Device
65431,122,9478,0,2,58,5.156118,34.9099846,Edge Cloud
5831,778,42260,5,1,1470,5,449.6,Mobile Device
1231,112,42272,4,1,216,4,82,Mobile Device
1231,1420,42272,0,1,824,5.212366,430.5146645,Edge Cloud
5831,5150,42260,3,1,2256,8.08031,916.5489938,Edge Cloud
58707,1061,42253,9,1,236,14.240783,91.07645275,Edge Cloud
58707,160,42253,15,1,160,15,21.33333333,Mobile Device
1231,6093,42272,0,1,895,5.362716,1303.071056,Edge Cloud
1231,2993,42272,0,1,759,5.432382,690.6730786,Edge Cloud
8292,487,42256,2,1,358,7.095809,119.0843778,Edge Cloud
28222,54,42253,0,1,106,0,1099823,Mobile Device
41883,1087,20835,1,2,689,6.323738,280.8465499,Edge Cloud
54449,1565,42277,0,1,846,5.967656,404.0112232,Edge Cloud
58707,1280,42253,118,1,376,123.199426,13.44162107,Edge Cloud
3952,0,42250,11,1,210,11,19.09090909,Mobile Device
58707,0,42253,0,1,200,0,1099823,Mobile Device
58707,364,42253,19,1,520,19,46.52631579,Mobile Device
58707,364,42253,18,1,520,18,49.11111111,Mobile Device
58707,32903,42253,218,1,5935,142.598146,272.3597823,Edge Cloud
1231,11929,42272,0,1,1220,5.480295,2399.323394,Edge Cloud
3952,191,42250,0,1,155,5.219951,66.28414711,Edge Cloud
3952,82,42250,0,1,82,0,1099823,Mobile Device
8292,1378,42256,1,1,830,6.382484,345.9468132,Edge Cloud
41883,1148,20835,1,2,822,6.88558,286.1051647,Edge Cloud
37201,17710,42245,65,1,1421,70.396725,271.7598013,Edge Cloud
31392,182,9480,0,2,288,0,1099823,Mobile Device
33922,2092,42245,60,1,521,65.015387,40.19048598,Edge Cloud
28222,132,42253,0,1,74,5.002809,41.17686684,Edge Cloud
41883,1420,20835,1,2,878,6.768231,339.5274186,Edge Cloud
50182,1119,42260,0,1,491,5.879663,273.8252175,Edge Cloud
18189,224,42259,91,1,280,91,5.538461538,Mobile Device
41883,1485,20835,2,2,1061,7.24231,351.5452943,Edge Cloud
1231,0,42272,0,1,874,0,1099823,Mobile Device
18189,276,42259,75,1,464,75,9.866666667,Mobile Device
50182,126,42260,0,1,226,0,1099823,Mobile Device
50182,0,42260,0,1,500,0,1099823,Mobile Device
18189,1080,42259,65,1,1068,70.55742,30.44329002,Edge Cloud
58653,0,20831,0,2,101,0,1099823,Mobile Device
41883,1420,20835,1,2,878,6.103331,376.5157092,Edge Cloud
5831,80,42260,0,1,64,5.002617,28.78493397,Edge Cloud
1231,0,42272,1,1,874,1,874,Mobile Device
49148,170,42278,0,1,122,5.512414,52.97134794,Edge Cloud
49148,132,42278,2115,1,226,2115,0.169267139,Mobile Device
37201,0,42245,0,1,52,0,1099823,Mobile Device
18189,525,42259,0,1,1301,0,1099823,Mobile Device
18189,115,42259,5,1,230,5,69,Mobile Device
18189,115,42259,5,1,230,5,69,Mobile Device
58707,92,42253,5,1,180,5,54.4,Mobile Device
15528,214,42255,1,1,326,1,540,Mobile Device
33922,0,42245,6,1,240,6,40,Mobile Device
5831,1768,42260,1,1,2135,1,3903,Mobile Device
50182,0,42260,0,1,238,0,1099823,Mobile Device
18189,75,42259,1060,1,40,1065.717557,0.107908516,Edge Cloud
36879,151,42267,0,1,119,7.538748,35.81496556,Edge Cloud
1231,363,42272,0,1,930,0,1099823,Mobile Device
1231,6205,42272,0,1,947,5.352061,1336.307639,Edge Cloud
18189,2355,42259,140,1,2333,145.944025,32.12190427,Edge Cloud
15528,56,42255,0,1,144,0,1099823,Mobile Device
58707,0,42253,0,1,60,0,1099823,Mobile Device
1231,11773,42272,0,1,1100,5.512276,2335.332991,Edge Cloud
33922,1933,42245,1,1,4887,1,6820,Mobile Device
58707,92,42253,2,1,180,2,136,Mobile Device
41883,285,20835,0,2,61,5.003354,69.15361176,Edge Cloud
36879,432,42267,1,1,1597,1,2029,Mobile Device
18189,509,42259,0,1,966,0,1099823,Mobile Device
18189,0,42259,12,1,240,12,20,Mobile Device
39216,1147,42578,300,1,1450,300,8.656666667,Mobile Device
36312,320,42272,15753,1,580,15753,0.057131975,Mobile Device
41883,473,20835,1,2,787,1,1260,Mobile Device
41883,2433,20835,1,2,763,6.848859,466.6470722,Edge Cloud
36879,740,42267,2,1,2355,2,1547.5,Mobile Device
18189,4135,42259,15,1,511,20.474457,226.9168848,Edge Cloud
18189,34065,42259,167,1,2588,89.254998,410.6548745,Edge Cloud
18189,52,42259,0,1,52,0,1099823,Mobile Device
41883,5334,20835,3,2,812,8.161333,753.0632557,Edge Cloud
18189,112,42259,11,1,216,11,29.81818182,Mobile Device
18189,5075,42259,17,1,681,22.523516,255.5551274,Edge Cloud
18189,3957,42259,17,1,483,22.610579,196.3682575,Edge Cloud
41883,3665,20835,4,2,903,9.460612,482.8440274,Edge Cloud
41883,6411,20835,4,2,1303,9.48208,813.5345831,Edge Cloud
41883,2752,20835,4,2,764,9.481972,370.8089414,Edge Cloud
15652,0,42576,14,1,300,14,21.42857143,Mobile Device
41883,473,20835,2,2,787,2,630,Mobile Device
58707,252,42253,4,1,260,4,128,Mobile Device
1231,204,42272,27,1,268,27,17.48148148,Mobile Device
1231,268,42272,27,1,320,27,21.77777778,Mobile Device
1231,3058,42272,27,1,1512,32.357092,141.2364251,Edge Cloud
41883,5174,20835,1,2,1008,6.399845,965.9608944,Edge Cloud
15388,504,42276,0,1,295,8.396442,95.1593544,Edge Cloud
15388,554,42276,0,1,773,0,1099823,Mobile Device
15388,620,42276,0,1,790,0,1099823,Mobile Device
41883,43187,20835,7,2,2193,12.979499,3496.282869,Edge Cloud
15388,1244,42276,0,1,846,5.184942,403.0903335,Edge Cloud
15388,1188,42276,0,1,786,5.174802,381.4638705,Edge Cloud
8274,512,42246,305,1,658,305,3.836065574,Mobile Device
1231,112,42272,26,1,216,26,12.61538462,Mobile Device
41883,10648,20835,3,2,775,8.260432,1382.857458,Edge Cloud
1231,43005,42272,17,1,5057,22.614367,2125.286107,Edge Cloud
15388,3989,42276,0,1,838,5.504813,876.8690235,Edge Cloud
24551,803,42287,0,1,2067,0,1099823,Mobile Device
1231,34176,42272,18,1,5923,23.194186,1728.838425,Edge Cloud
41883,10260,20835,4,2,777,9.340961,1181.570076,Edge Cloud
58707,2170,42253,1,1,846,6.699799,450.1627586,Edge Cloud
58707,172,42253,4,1,220,4,98,Mobile Device
15388,19798,42276,4,1,4401,9.000002,2688.77718,Edge Cloud
36879,1374,42267,3,1,965,8.087641,289.2067044,Edge Cloud
452,1773,20835,71,2,694,76.249769,32.35419638,Edge Cloud
35643,401,42268,1,1,1047,1,1448,Mobile Device
15388,5679,42276,2,1,730,7.320296,875.5110449,Edge Cloud
452,1189,20835,71,2,538,76.071569,22.70230551,Edge Cloud
452,540,20835,0,2,506,5.827498,179.4938411,Edge Cloud
3952,0,42250,0,1,42,0,1099823,Mobile Device
35643,114,42268,0,1,66,5.002585,35.98139762,Edge Cloud
36312,240,42272,2400,1,208,2405.261111,0.186258364,Edge Cloud
452,540,20835,0,2,590,0,1099823,Mobile Device
3952,105,42250,0,1,57,5.002826,32.38169786,Edge Cloud
35643,1131,42268,0,1,688,5.29488,343.5394192,Edge Cloud
15388,23698,42276,5,1,4739,10.790334,2635.414251,Edge Cloud
452,1561,20835,37,2,598,42.871352,50.35996999,Edge Cloud
18189,75,42259,0,1,190,0,1099823,Mobile Device
452,539,20835,0,2,522,5.606945,189.2296072,Edge Cloud
15388,5164,42276,3,1,3735,8.860105,1004.389903,Edge Cloud
8274,9051,42246,334,1,7128,339.699983,47.62732061,Edge Cloud
15388,7385,42276,4,1,3912,9.000305,1255.179686,Edge Cloud
58707,92,42253,2,1,180,2,136,Mobile Device
18189,0,42259,0,1,60,0,1099823,Mobile Device
39216,81,42578,0,1,133,0,1099823,Mobile Device
36879,1466,42267,3,1,965,8.136599,298.7734802,Edge Cloud
28222,1026,42253,1096,1,40,1101.875915,0.967441057,Edge Cloud
17227,126,42264,0,1,226,0,1099823,Mobile Device
35643,0,42268,11,1,120,11,10.90909091,Mobile Device
23493,0,42270,0,1,56,0,1099823,Mobile Device
15652,40,42576,0,1,52,0,1099823,Mobile Device
15652,137,42576,0,1,66,5.002923,40.57627911,Edge Cloud
34412,285,42251,0,1,71,5.0029,71.15872794,Edge Cloud
36879,1907,42267,2,1,972,7.140027,403.2197637,Edge Cloud
3952,520,42250,11,1,990,11,137.2727273,Mobile Device
34412,0,42251,0,1,64,0,1099823,Mobile Device
31392,0,9480,0,2,60,0,1099823,Mobile Device
28371,990,42266,0,1,410,7.667498,182.5888967,Edge Cloud
58707,172,42253,4,1,220,4,98,Mobile Device
64813,201,42268,0,1,278,0,1099823,Mobile Device
28371,1138,42266,0,1,630,5.954507,296.917948,Edge Cloud
28371,514,42266,0,1,1127,0,1099823,Mobile Device
28371,572,42266,0,1,3863,0,1099823,Mobile Device
28371,0,42266,0,1,52,0,1099823,Mobile Device
64813,201,42268,0,1,278,0,1099823,Mobile Device
28371,466,42266,0,1,1086,0,1099823,Mobile Device
28371,466,42266,0,1,1086,0,1099823,Mobile Device
19043,75,42252,0,1,190,0,1099823,Mobile Device
34412,120,42251,1,1,144,1,264,Mobile Device
28371,822,42266,0,1,6087,0,1099823,Mobile Device
64813,277,42268,1,1,1394,1,1671,Mobile Device
64813,969348,42268,126,1,172510,31.120963,36690.95972,Edge Cloud
452,1517,20835,50,2,514,55.048772,36.89455598,Edge Cloud
452,108,20835,0,2,61,5.002938,33.78015078,Edge Cloud
28371,499,42266,0,1,612,0,1099823,Mobile Device
64813,5763,42268,3,1,2106,8.351081,942.2732219,Edge Cloud
21831,814,42276,1038,1,1661,1038,2.384393064,Mobile Device
452,1320,20835,17,2,574,22.727518,83.33510065,Edge Cloud
452,425,20835,61,2,1313,61,28.49180328,Mobile Device
58707,92,42253,3,1,180,3,90.66666667,Mobile Device
452,545,20835,0,2,542,5.967034,182.1675559,Edge Cloud
58707,0,42253,15,1,300,15,20,Mobile Device
452,545,20835,0,2,602,0,1099823,Mobile Device
28371,6025,42266,278,1,942,283.704508,24.55724109,Edge Cloud
35643,0,42268,0,1,40,0,1099823,Mobile Device
64813,206,42268,0,1,298,0,1099823,Mobile Device
41883,0,20835,0,2,52,0,1099823,Mobile Device
64813,185,42268,0,1,413,0,1099823,Mobile Device
28371,0,42266,0,1,132,0,1099823,Mobile Device
64813,7936,42268,1,1,10035,1,17971,Mobile Device
18189,0,42259,18,1,9083,18,504.6111111,Mobile Device
23493,821,42270,0,1,344,5.162666,225.6586035,Edge Cloud
452,1908,20835,20,2,650,25.787892,99.19383872,Edge Cloud
452,1937,20835,18,2,582,23.587541,106.793667,Edge Cloud
452,545,20835,0,2,534,5.687359,189.7189891,Edge Cloud
58707,144,42253,185,1,192,185,1.816216216,Mobile Device
452,545,20835,0,2,518,5.606744,189.5931043,Edge Cloud
58707,92,42253,3,1,180,3,90.66666667,Mobile Device
58707,144,42253,185,1,192,185,1.816216216,Mobile Device
64813,513,42268,1,1,922,1,1435,Mobile Device
64813,4751,42268,4,1,2902,9.834619,778.1694441,Edge Cloud
15652,0,42576,0,1,60,0,1099823,Mobile Device
18189,430,42259,285,1,2053,285,8.712280702,Mobile Device
18189,0,42259,19,1,240,19,12.63157895,Mobile Device
64813,572,42268,2,1,1358,2,965,Mobile Device
58707,132,42253,3,1,180,3,104,Mobile Device
18189,436,42259,24,1,2323,24,114.9583333,Mobile Device
33922,0,42245,0,1,60,0,1099823,Mobile Device
28371,0,42266,13,1,136,13,10.46153846,Mobile Device
31392,329,9480,6,2,670,6,166.5,Mobile Device
33922,80,42245,0,1,80,0,1099823,Mobile Device
31392,260,9480,11,2,272,11,48.36363636,Mobile Device
33922,14909,42245,113,1,35193,113,443.380531,Mobile Device
28371,0,42266,0,1,52,0,1099823,Mobile Device
1231,1129,42272,0,1,630,5.411785,325.0313898,Edge Cloud
1231,6453,42272,0,1,975,5.589994,1328.802857,Edge Cloud
5831,6692,42260,2,1,2344,7.959979,1135.178874,Edge Cloud
1231,12085,42272,0,1,1352,5.659989,2374.032882,Edge Cloud
452,1503,20835,15,2,582,20.867988,99.91380099,Edge Cloud
58707,92,42253,4,1,180,4,68,Mobile Device
452,1181,20835,15,2,590,20.547883,86.18892759,Edge Cloud
452,539,20835,1,2,494,6.147029,168.0486622,Edge Cloud
452,539,20835,0,2,510,5.807227,180.636989,Edge Cloud
35643,0,42268,0,1,40,0,1099823,Mobile Device
33922,381,42245,0,1,63,5.00263,88.75331576,Edge Cloud
452,1711,20835,16,2,650,21.207553,111.3282612,Edge Cloud
33922,8150,42245,0,1,706,5.279947,1677.289564,Edge Cloud
33922,571,42245,0,1,463,5.206748,198.5884471,Edge Cloud
33922,678,42245,0,1,539,5.609946,216.9361345,Edge Cloud
452,539,20835,0,2,566,0,1099823,Mobile Device
21831,318,42276,303,1,498,303,2.693069307,Mobile Device
33922,742,42245,0,1,810,0,1099823,Mobile Device
33922,114758,42245,0,1,7278,6.830058,17867.49102,Edge Cloud
21831,40,42276,0,1,40,0,1099823,Mobile Device
33922,573,42245,0,1,464,5.126758,202.2720792,Edge Cloud
33922,573,42245,0,1,464,5.156814,201.0931556,Edge Cloud
33922,575,42245,0,1,465,5.166705,201.2888291,Edge Cloud
33922,579,42245,0,1,467,5.156759,202.8405826,Edge Cloud
64813,870,42268,1,1,1233,1,2103,Mobile Device
58707,92,42253,5,1,180,5,54.4,Mobile Device
21831,518,42276,1,1,656,1,1174,Mobile Device
36879,0,42267,0,1,40,0,1099823,Mobile Device
8274,189,42246,179,1,343,179,2.972067039,Mobile Device
28371,191,42266,0,1,155,5.280927,65.51880001,Edge Cloud
1231,6529,42272,0,1,935,5.699974,1309.479657,Edge Cloud
18189,549,42259,0,1,913,0,1099823,Mobile Device
64813,173,42268,0,1,291,0,1099823,Mobile Device
9813,185,42579,0,1,413,0,1099823,Mobile Device
19623,42,42253,0,1,82,0,1099823,Mobile Device
1231,11981,42272,0,1,1260,5.67986,2331.219431,Edge Cloud
18189,0,42259,15,1,300,15,20,Mobile Device
18189,0,42259,19,1,2760,19,145.2631579,Mobile Device
28831,126,42285,0,1,226,0,1099823,Mobile Device
33922,581,42245,0,1,468,5.156993,203.413113,Edge Cloud
33922,33693,42245,0,1,1712,5.419598,6532.772357,Edge Cloud
15528,56,42255,0,1,144,0,1099823,Mobile Device
58707,92,42253,5,1,180,5,54.4,Mobile Device
3952,0,42250,18,1,82,18,4.555555556,Mobile Device
35643,0,42268,0,1,40,0,1099823,Mobile Device
58707,0,42253,0,1,60,0,1099823,Mobile Device
14578,126,20858,0,2,226,0,1099823,Mobile Device
58653,646,20831,3061,2,1513,3061,0.705325057,Mobile Device
452,1530,20835,28,2,486,33.648078,59.9142691,Edge Cloud
40898,376,42272,23471,1,532,23471,0.038686038,Mobile Device
14578,684,20858,0,2,357,5.901957,176.3821729,Edge Cloud
9701,514,42269,0,1,768,0,1099823,Mobile Device
452,1196,20835,19,2,586,24.647726,72.29875892,Edge Cloud
452,539,20835,0,2,490,5.949174,172.9651881,Edge Cloud
9701,206,42269,0,1,290,0,1099823,Mobile Device
452,539,20835,0,2,510,5.68703,184.4548033,Edge Cloud
58707,830,42253,1,1,92,6.622758,139.2169244,Edge Cloud
9701,1018,42269,0,1,514,5.230213,292.9135008,Edge Cloud
1231,6725,42272,0,1,975,5.429948,1418.061462,Edge Cloud
58707,92,42253,3,1,180,3,90.66666667,Mobile Device
9701,181,42269,0,1,323,0,1099823,Mobile Device
18189,276,42259,73,1,464,73,10.1369863,Mobile Device
18189,750,42259,64,1,1063,64,28.328125,Mobile Device
33922,185,42245,0,1,413,0,1099823,Mobile Device
18189,0,42259,0,1,60,0,1099823,Mobile Device
1843,932,42265,2,1,298,7.674081,160.2797781,Edge Cloud
15652,151,42576,0,1,155,0,1099823,Mobile Device
1231,11877,42272,0,1,1192,5.469982,2389.221756,Edge Cloud
48508,400,9477,6,2,1800,6,366.6666667,Mobile Device
5189,528,42255,0,1,714,0,1099823,Mobile Device
64556,4526,9477,4,2,1670,9.061165,683.7972821,Edge Cloud
5189,592,42255,0,1,811,0,1099823,Mobile Device
5189,528,42255,0,1,714,0,1099823,Mobile Device
1307,853,42251,0,1,212,33.285458,31.99595451,Edge Cloud
15593,40,42243,0,1,60,0,1099823,Mobile Device
5189,834,42255,1,1,714,6.117575,253.0414421,Edge Cloud
48508,581,9477,6,2,3115,6,616,Mobile Device
36432,7028,42241,8,1,1396,13.930105,604.7334173,Edge Cloud
39917,537,42577,0,1,847,0,1099823,Mobile Device
5189,592,42255,0,1,811,0,1099823,Mobile Device
64556,4700,9477,66,2,1046,71.481272,80.38469153,Edge Cloud
5189,528,42255,0,1,714,0,1099823,Mobile Device
36432,5683,42241,9,1,1619,14.770104,494.37702,Edge Cloud
53067,5004,42243,0,1,4800,48.594543,201.7510485,Edge Cloud
15961,80,42275,0,1,291,0,1099823,Mobile Device
15961,262,42275,0,1,58,5.003407,63.9564201,Edge Cloud
5189,528,42255,0,1,714,0,1099823,Mobile Device
53067,10056,42243,0,1,4336,48.814468,294.8306228,Edge Cloud
5189,528,42255,0,1,714,0,1099823,Mobile Device
1307,0,42251,0,1,64,0,1099823,Mobile Device
39917,537,42577,0,1,847,0,1099823,Mobile Device
1263,0,42267,0,1,60,0,1099823,Mobile Device
5189,528,42255,0,1,714,0,1099823,Mobile Device
5985,58,42263,0,1,123,0,1099823,Mobile Device
15743,57924,42259,1,1,2143,6.220299,9656.609755,Edge Cloud
5189,528,42255,0,1,714,0,1099823,Mobile Device
5189,528,42255,0,1,714,0,1099823,Mobile Device
48508,29502,9477,90,2,7755,95.60652,389.690996,Edge Cloud
39917,537,42577,0,1,847,0,1099823,Mobile Device
5189,528,42255,0,1,714,0,1099823,Mobile Device
19301,42,42265,0,1,82,0,1099823,Mobile Device
53067,0,42243,0,1,40,0,1099823,Mobile Device
53067,0,42243,0,1,40,0,1099823,Mobile Device
1711,239,42241,0,1,341,0,1099823,Mobile Device
5189,786,42255,0,1,714,5.387132,278.4412931,Edge Cloud
15961,850,42275,0,1,1000,0,1099823,Mobile Device
5189,528,42255,0,1,714,0,1099823,Mobile Device
5189,528,42255,0,1,827,0,1099823,Mobile Device
39917,537,42577,0,1,847,0,1099823,Mobile Device
5189,528,42255,0,1,714,0,1099823,Mobile Device
1711,76,42241,0,1,76,0,1099823,Mobile Device
5189,866,42255,0,1,714,5.417316,291.6573447,Edge Cloud
39917,537,42577,0,1,847,0,1099823,Mobile Device
5189,528,42255,0,1,827,0,1099823,Mobile Device
5189,866,42255,0,1,714,5.398059,292.6978012,Edge Cloud
15961,1394,42275,0,1,1192,5.614524,460.5911383,Edge Cloud
5189,488,42255,0,1,767,0,1099823,Mobile Device
53067,3243,42243,44,1,7853,44,252.1818182,Mobile Device
5189,528,42255,0,1,714,0,1099823,Mobile Device
1711,185,42241,0,1,362,0,1099823,Mobile Device
5189,528,42255,0,1,714,0,1099823,Mobile Device
20693,0,42250,0,1,52,0,1099823,Mobile Device
39917,537,42577,0,1,847,0,1099823,Mobile Device
5189,528,42255,0,1,714,0,1099823,Mobile Device
53067,2240,42243,0,1,3070,0,1099823,Mobile Device
5189,528,42255,0,1,714,0,1099823,Mobile Device
5985,7357,42263,9,1,1285,14.036599,615.6762048,Edge Cloud
5985,219,42263,0,1,69,5.002687,57.56906239,Edge Cloud
5189,528,42255,0,1,714,0,1099823,Mobile Device
39917,537,42577,0,1,847,0,1099823,Mobile Device
39917,537,42577,0,1,847,0,1099823,Mobile Device
52551,115,20857,3,2,230,3,115,Mobile Device
48508,400,9477,9,2,1776,9,241.7777778,Mobile Device
1263,112,42267,0,1,112,0,1099823,Mobile Device
9813,4513,42579,49,1,7226,49,239.5714286,Mobile Device
39917,537,42577,0,1,847,0,1099823,Mobile Device
5189,3626,42255,0,1,801,5.367851,824.7248294,Edge Cloud
5189,18622,42255,1,1,3110,6.609996,3287.747829,Edge Cloud
48508,0,9477,0,2,802,0,1099823,Mobile Device
39917,537,42577,0,1,847,0,1099823,Mobile Device
64639,0,42262,0,1,40,0,1099823,Mobile Device
52551,68,20857,0,2,120,0,1099823,Mobile Device
38632,723,20843,1,2,942,1,1665,Mobile Device
48508,1003,9477,16,2,13556,16,909.9375,Mobile Device
15593,40,42243,0,1,60,0,1099823,Mobile Device
16406,7369315,42257,48,1,226195,49.778355,152586.6011,Edge Cloud
48841,294,20851,16,2,460,16,47.125,Mobile Device
39917,537,42577,0,1,847,0,1099823,Mobile Device
15961,224,42275,91,1,216,96.002442,4.583216748,Edge Cloud
53067,1336,42243,97,1,1296,48.058265,54.76685436,Edge Cloud
1263,0,42267,14,1,300,14,21.42857143,Mobile Device
48508,653,9477,22,2,1178,22,83.22727273,Mobile Device
1263,0,42267,15,1,300,15,20,Mobile Device
39917,537,42577,0,1,847,0,1099823,Mobile Device
14727,0,42251,17,1,180,17,10.58823529,Mobile Device
39917,344,42577,40,1,1764,40,52.7,Mobile Device
53442,64,42580,181,1,784,181,4.685082873,Mobile Device
14727,5420,42251,67,1,1507,72.313101,95.79177084,Edge Cloud
39917,537,42577,0,1,847,0,1099823,Mobile Device
53442,64,42580,182,1,784,182,4.659340659,Mobile Device
38632,2492,20843,122,2,56921,122,486.9918033,Mobile Device
64556,971,9477,13,2,853,18.954814,96.22885247,Edge Cloud
39917,537,42577,0,1,847,0,1099823,Mobile Device
5985,1526,42263,19,1,1485,35.776666,84.16100036,Edge Cloud
38632,1090,20843,0,2,500,26.422011,60.17710007,Edge Cloud
39917,537,42577,0,1,847,0,1099823,Mobile Device
53067,0,42243,0,1,202,0,1099823,Mobile Device
32371,0,20851,15,2,300,15,20,Mobile Device
28422,80,42242,0,1,64,5.002164,28.78754075,Edge Cloud
53067,0,42243,26,1,280,26,10.76923077,Mobile Device
5985,0,42263,0,1,40,0,1099823,Mobile Device
53067,598,42243,0,1,605,0,1099823,Mobile Device
53067,0,42243,26,1,280,26,10.76923077,Mobile Device
34274,0,42241,0,1,48,0,1099823,Mobile Device
53067,3305,42243,1,1,1470,25.887453,184.4522905,Edge Cloud
39917,537,42577,0,1,847,0,1099823,Mobile Device
38632,1793,20843,1,2,956,6.060063,453.6256471,Edge Cloud
64556,7054,9477,78,2,2421,83.262214,113.7971181,Edge Cloud
53067,2894,42243,0,1,1668,26.297299,173.4778922,Edge Cloud
48841,56,20851,0,2,144,0,1099823,Mobile Device
48508,923,9477,13,2,7167,13,622.3076923,Mobile Device
53067,586,42243,0,1,561,5.309977,216.0084686,Edge Cloud
39917,537,42577,0,1,847,0,1099823,Mobile Device
